IGOR
X NewDataFolder/S/O Graph1
WAVES	EPSC_DAC
BEGIN
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0.10682376
	0.20312633
	0.28991032
	0.36808246
	0.43846372
	0.50179648
	0.55875266
	0.60994047
	0.6559096
	0.69715828
	0.73413646
	0.76725197
	0.79687333
	0.8233344
	0.84693694
	0.86795413
	0.88663316
	0.90319753
	0.91784978
	0.93077284
	0.94213241
	0.95207846
	0.96074659
	0.96825939
	0.97472811
	0.98025298
	0.98492509
	0.98882669
	0.99203205
	0.99460858
	0.99661714
	0.99811292
	0.99914575
	0.99976087
	0.99999899
	0.99989694
	0.99948829
	0.99880332
	0.99786925
	0.99671084
	0.9953506
	0.99380857
	0.99210328
	0.99025124
	0.98826736
	0.98616546
	0.98395741
	0.98165458
	0.979267
	0.9768036
	0.97427285
	0.97168201
	0.96903771
	0.96634614
	0.96361285
	0.96084279
	0.9580403
	0.95520955
	0.95235425
	0.94947773
	0.94658279
	0.94367236
	0.94074887
	0.9378143
	0.93487096
	0.93192065
	0.92896473
	0.92600477
	0.92304224
	0.92007816
	0.91711372
	0.91414988
	0.91118759
	0.90822756
	0.9052704
	0.90231699
	0.89936769
	0.89642322
	0.89348388
	0.89055008
	0.88762242
	0.88470101
	0.88178635
	0.87887841
	0.87597775
	0.87308437
	0.87019861
	0.86732066
	0.86445045
	0.86158836
	0.85873431
	0.85588849
	0.85305113
	0.85022211
	0.84740162
	0.84458959
	0.84178627
	0.83899152
	0.83620548
	0.83342808
	0.83065951
	0.82789963
	0.82514852
	0.82240623
	0.81967264
	0.81694788
	0.81423199
	0.81152481
	0.80882639
	0.80613673
	0.80345589
	0.80078375
	0.79812038
	0.79546571
	0.79281986
	0.79018259
	0.78755403
	0.78493404
	0.78232276
	0.77972007
	0.77712595
	0.77454048
	0.77196354
	0.76939511
	0.76683515
	0.76428372
	0.76174062
	0.75920606
	0.75667995
	0.75416213
	0.75165272
	0.74915153
	0.74665874
	0.74417418
	0.74169791
	0.73922986
	0.73676997
	0.73431826
	0.7318747
	0.72943932
	0.72701192
	0.72459269
	0.72218144
	0.7197783
	0.71738309
	0.71499586
	0.7126165
	0.71024519
	0.70788163
	0.70552605
	0.70317817
	0.70083821
	0.698506
	0.69618154
	0.69386482
	0.69155586
	0.68925452
	0.68696082
	0.68467474
	0.68239629
	0.68012547
	0.67786229
	0.67560637
	0.67335814
	0.67111742
	0.66888404
	0.66665816
	0.66443968
	0.66222858
	0.66002482
	0.65782839
	0.65563929
	0.6534574
	0.65128291
	0.64911556
	0.64695543
	0.64480251
	0.64265674
	0.64051813
	0.63838673
	0.63626224
	0.6341449
	0.6320346
	0.62993127
	0.62783504
	0.62574571
	0.62366337
	0.62158799
	0.61951947
	0.61745787
	0.61540306
	0.61335516
	0.61131412
	0.60927975
	0.60725218
	0.6052314
	0.6032173
	0.60120994
	0.59920919
	0.59721524
	0.59522778
	0.593247
	0.59127277
	0.58930516
	0.58734411
	0.58538949
	0.5834415
	0.58149993
	0.57956481
	0.57763618
	0.57571393
	0.57379806
	0.57188863
	0.56998551
	0.56808871
	0.56619817
	0.56431401
	0.56243604
	0.56056434
	0.55869901
	0.55683976
	0.55498672
	0.55313987
	0.55129904
	0.54946446
	0.54763603
	0.54581356
	0.54399723
	0.54218698
	0.54038274
	0.53858429
	0.53679204
	0.53500581
	0.53322536
	0.53145093
	0.52968234
	0.52791965
	0.52616292
	0.52441192
	0.52266681
	0.52092749
	0.51919401
	0.51746619
	0.51574415
	0.51402783
	0.5123173
	0.51061237
	0.50891322
	0.50721961
	0.50553173
	0.50384945
	0.50217277
	0.50050163
	0.49883604
	0.49717605
	0.49552149
	0.49387255
	0.49222904
	0.49059099
	0.48895848
	0.4873313
	0.48570958
	0.48409319
	0.48248225
	0.48087665
	0.47927645
	0.47768149
	0.47609186
	0.47450751
	0.47292849
	0.47135466
	0.46978611
	0.46822277
	0.46666461
	0.46511167
	0.46356386
	0.46202123
	0.4604837
	0.45895135
	0.45742404
	0.4559018
	0.45438468
	0.4528726
	0.45136553
	0.44986349
	0.44836643
	0.44687438
	0.44538727
	0.44390512
	0.4424279
	0.44095558
	0.43948817
	0.43802565
	0.43656802
	0.43511519
	0.43366724
	0.43222412
	0.43078572
	0.42935216
	0.42792338
	0.42649934
	0.42508003
	0.42366549
	0.42225561
	0.42085046
	0.41944993
	0.41805407
	0.4166629
	0.41527632
	0.41389439
	0.41251704
	0.41114426
	0.40977606
	0.40841243
	0.40705329
	0.40569872
	0.40434864
	0.40300304
	0.40166196
	0.40032533
	0.39899313
	0.39766535
	0.39634201
	0.39502308
	0.39370853
	0.39239833
	0.39109254
	0.38979104
	0.38849393
	0.38720107
	0.38591257
	0.38462833
	0.38334838
	0.38207269
	0.3808012
	0.37953401
	0.37827095
	0.37701216
	0.37575755
	0.37450713
	0.37326086
	0.37201869
	0.37078071
	0.36954683
	0.36831707
	0.36709139
	0.36586979
	0.36465228
	0.36343876
	0.36222929
	0.3610239
	0.35982248
	0.35862508
	0.35743165
	0.35624218
	0.35505667
	0.35387516
	0.35269752
	0.35152382
	0.35035402
	0.34918812
	0.34802613
	0.34686792
	0.34571365
	0.34456322
	0.34341654
	0.34227374
	0.3411347
	0.33999953
	0.33886805
	0.33774039
	0.33661646
	0.33549628
	0.33437982
	0.33326706
	0.332158
	0.33105266
	0.32995099
	0.32885301
	0.32775867
	0.32666793
	0.32558087
	0.32449737
	0.32341751
	0.32234126
	0.32126859
	0.32019949
	0.31913394
	0.3180719
	0.31701344
	0.3159585
	0.31490701
	0.31385908
	0.31281465
	0.31177366
	0.31073615
	0.30970207
	0.30867147
	0.30764425
	0.30662051
	0.30560011
	0.30458316
	0.30356959
	0.30255938
	0.3015525
	0.30054903
	0.29954883
	0.29855201
	0.29755852
	0.29656827
	0.29558137
	0.29459777
	0.2936174
	0.29264027
	0.29166642
	0.29069585
	0.28972846
	0.2887643
	0.28780335
	0.28684562
	0.28589106
	0.28493968
	0.28399143
	0.28304639
	0.28210449
	0.28116572
	0.28023005
	0.27929747
	0.27836806
	0.27744171
	0.27651843
	0.27559826
	0.27468112
	0.27376699
	0.27285603
	0.27194798
	0.27104297
	0.27014104
	0.26924205
	0.2683461
	0.26745307
	0.26656306
	0.26567599
	0.26479188
	0.26391071
	0.26303244
	0.26215717
	0.26128477
	0.26041526
	0.25954863
	0.2586849
	0.25782409
	0.25696611
	0.25611097
	0.25525868
	0.25440925
	0.25356263
	0.25271881
	0.25187784
	0.25103962
	0.25020424
	0.24937157
	0.24854174
	0.24771465
	0.24689031
	0.2460687
	0.24524984
	0.24443372
	0.24362028
	0.24280956
	0.24200156
	0.24119624
	0.24039358
	0.2395936
	0.23879629
	0.23800163
	0.2372096
	0.23642021
	0.23563345
	0.23484932
	0.23406781
	0.23328885
	0.23251255
	0.23173881
	0.2309676
	0.23019901
	0.22943296
	0.22866943
	0.22790848
	0.22715007
	0.22639415
	0.22564073
	0.22488987
	0.22414148
	0.22339559
	0.22265218
	0.22191124
	0.22117278
	0.22043677
	0.2197032
	0.21897207
	0.21824338
	0.21751712
	0.21679325
	0.21607181
	0.21535279
	0.21463615
	0.21392186
	0.21320997
	0.21250045
	0.2117933
	0.21108849
	0.21038604
	0.20968594
	0.20898813
	0.20829266
	0.20759952
	0.20690867
	0.20622012
	0.20553386
	0.20484991
	0.2041682
	0.20348875
	0.20281161
	0.20213671
	0.20146403
	0.20079359
	0.2001254
	0.19945943
	0.19879566
	0.19813411
	0.19747476
	0.19681762
	0.19616266
	0.19550985
	0.19485927
	0.1942108
	0.1935645
	0.19292037
	0.19227836
	0.1916385
	0.19100077
	0.19036517
	0.18973167
	0.1891003
	0.188471
	0.1878438
	0.1872187
	0.18659568
	0.18597475
	0.18535584
	0.18473902
	0.18412425
	0.18351153
	0.18290085
	0.18229219
	0.18168557
	0.18108094
	0.18047836
	0.17987776
	0.17927916
	0.17868258
	0.17808793
	0.1774953
	0.17690463
	0.17631593
	0.1757292
	0.17514442
	0.17456158
	0.17398067
	0.1734017
	0.17282464
	0.17224953
	0.17167632
	0.171105
	0.17053561
	0.16996811
	0.1694025
	0.16883875
	0.16827689
	0.16771692
	0.16715878
	0.16660252
	0.16604811
	0.16549553
	0.1649448
	0.1643959
	0.16384882
	0.16330357
	0.16276012
	0.16221848
	0.16167866
	0.16114064
	0.16060439
	0.16006996
	0.15953726
	0.15900634
	0.15847722
	0.15794985
	0.15742421
	0.15690033
	0.15637821
	0.15585782
	0.15533917
	0.15482222
	0.15430701
	0.1537935
	0.15328172
	0.15277162
	0.15226324
	0.15175654
	0.15125151
	0.15074818
	0.15024653
	0.14974654
	0.14924823
	0.14875156
	0.14825654
	0.14776318
	0.14727145
	0.14678137
	0.14629291
	0.14580609
	0.14532086
	0.14483728
	0.14435527
	0.1438749
	0.14339611
	0.14291891
	0.14244331
	0.14196929
	0.14149685
	0.14102599
	0.14055668
	0.14008893
